### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=4884]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 4884 (seed = 36299) ...
  1/200   risk = 0.11  time = 0   
  5/200   risk = 0.086  time = 146   
 10/200   risk = 0.062  time = 235   
 15/200   risk = 0.048  time = 300   
 20/200   risk = 0.038  time = 362   
 25/200   risk = 0.032  time = 424   
 30/200   risk = 0.029  time = 489   
 35/200   risk = 0.026  time = 553   
 40/200   risk = 0.024  time = 619   
 45/200   risk = 0.023  time = 688   
 50/200   risk = 0.022  time = 762   
 55/200   risk = 0.022  time = 835   
 60/200   risk = 0.021  time = 924   
 65/200   risk = 0.021  time = 1001   
 70/200   risk = 0.021  time = 1076   
 75/200   risk = 0.02  time = 1149   
 80/200   risk = 0.02  time = 1223   
 85/200   risk = 0.02  time = 1299   
 90/200   risk = 0.02  time = 1374   
 95/200   risk = 0.02  time = 1455   
100/200   risk = 0.02  time = 1532   
105/200   risk = 0.02  time = 1608   
110/200   risk = 0.02  time = 1691   
115/200   risk = 0.02  time = 1782   
120/200   risk = 0.02  time = 1902   
125/200   risk = 0.02  time = 2037   
130/200   risk = 0.02  time = 2143   
135/200   risk = 0.02  time = 2229   
140/200   risk = 0.02  time = 2314   
145/200   risk = 0.02  time = 2397   
150/200   risk = 0.02  time = 2483   
155/200   risk = 0.019  time = 2570   
160/200   risk = 0.019  time = 2658   
165/200   risk = 0.019  time = 2755   
170/200   risk = 0.019  time = 2868   
175/200   risk = 0.019  time = 2961   
180/200   risk = 0.019  time = 3054   
185/200   risk = 0.019  time = 3147   
190/200   risk = 0.019  time = 3241   
195/200   risk = 0.019  time = 3335   
200/200   risk = 0.019  time = 3433   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.019


### [bt]: Job terminated successfully [batchtools job.id=4884]
### [bt]: Calculation finished!
