### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=6057]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 6057 (seed = 37472) ...
  1/200   risk = 0.23  time = 0   
  5/200   risk = 0.17  time = 333   
 10/200   risk = 0.11  time = 463   
 15/200   risk = 0.083  time = 580   
 20/200   risk = 0.063  time = 700   
 25/200   risk = 0.051  time = 779   
 30/200   risk = 0.043  time = 850   
 35/200   risk = 0.037  time = 923   
 40/200   risk = 0.034  time = 996   
 45/200   risk = 0.032  time = 1069   
 50/200   risk = 0.03  time = 1147   
 55/200   risk = 0.029  time = 1226   
 60/200   risk = 0.029  time = 1306   
 65/200   risk = 0.028  time = 1396   
 70/200   risk = 0.028  time = 1478   
 75/200   risk = 0.027  time = 1559   
 80/200   risk = 0.027  time = 1641   
 85/200   risk = 0.027  time = 1723   
 90/200   risk = 0.027  time = 1807   
 95/200   risk = 0.027  time = 1893   
100/200   risk = 0.026  time = 1979   
105/200   risk = 0.026  time = 2063   
110/200   risk = 0.026  time = 2152   
115/200   risk = 0.026  time = 2238   
120/200   risk = 0.026  time = 2327   
125/200   risk = 0.026  time = 2417   
130/200   risk = 0.026  time = 2514   
135/200   risk = 0.025  time = 2608   
140/200   risk = 0.025  time = 2701   
145/200   risk = 0.025  time = 2837   
150/200   risk = 0.025  time = 2935   
155/200   risk = 0.025  time = 3030   
160/200   risk = 0.025  time = 3126   
165/200   risk = 0.025  time = 3222   
170/200   risk = 0.025  time = 3320   
175/200   risk = 0.025  time = 3419   
180/200   risk = 0.025  time = 3520   
185/200   risk = 0.025  time = 3620   
190/200   risk = 0.025  time = 3722   
195/200   risk = 0.025  time = 3825   
200/200   risk = 0.025  time = 3928   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.025


### [bt]: Job terminated successfully [batchtools job.id=6057]
### [bt]: Calculation finished!
