### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=240]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 240 (seed = 31655) ...
  1/200   risk = 0.27  time = 0   
  5/200   risk = 0.21  time = 1939   
 10/200   risk = 0.16  time = 4283   
 15/200   risk = 0.12  time = 6632   
 20/200   risk = 0.1  time = 8947   
 25/200   risk = 0.083  time = 11245   
 30/200   risk = 0.071  time = 13475   
 35/200   risk = 0.063  time = 15705   
 40/200   risk = 0.057  time = 17935   
 45/200   risk = 0.053  time = 20179   
 50/200   risk = 0.049  time = 22427   
 55/200   risk = 0.047  time = 24732   
 60/200   risk = 0.045  time = 26933   
 65/200   risk = 0.043  time = 29122   
 70/200   risk = 0.042  time = 31294   
 75/200   risk = 0.041  time = 33473   
 80/200   risk = 0.04  time = 35709   
 85/200   risk = 0.039  time = 38050   
 90/200   risk = 0.039  time = 40292   
 95/200   risk = 0.038  time = 42469   
100/200   risk = 0.038  time = 44582   
105/200   risk = 0.037  time = 46665   
110/200   risk = 0.037  time = 48787   
115/200   risk = 0.036  time = 50925   
120/200   risk = 0.036  time = 53035   
125/200   risk = 0.036  time = 55096   
130/200   risk = 0.035  time = 57146   
135/200   risk = 0.035  time = 59074   
140/200   risk = 0.035  time = 61077   
145/200   risk = 0.035  time = 63030   
150/200   risk = 0.034  time = 64951   
155/200   risk = 0.034  time = 66910   
160/200   risk = 0.034  time = 68800   
165/200   risk = 0.034  time = 70766   
170/200   risk = 0.034  time = 72397   
175/200   risk = 0.034  time = 73607   
180/200   risk = 0.033  time = 74857   
185/200   risk = 0.033  time = 76044   
190/200   risk = 0.033  time = 77227   
195/200   risk = 0.033  time = 78433   
200/200   risk = 0.033  time = 79631   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.033


### [bt]: Job terminated successfully [batchtools job.id=240]
### [bt]: Calculation finished!
