### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=6865]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 6865 (seed = 38280) ...
  1/200   risk = 0.18  time = 0   
  5/200   risk = 0.13  time = 122   
 10/200   risk = 0.093  time = 197   
 15/200   risk = 0.07  time = 282   
 20/200   risk = 0.055  time = 354   
 25/200   risk = 0.046  time = 424   
 30/200   risk = 0.039  time = 494   
 35/200   risk = 0.035  time = 565   
 40/200   risk = 0.033  time = 636   
 45/200   risk = 0.031  time = 708   
 50/200   risk = 0.03  time = 785   
 55/200   risk = 0.029  time = 867   
 60/200   risk = 0.028  time = 950   
 65/200   risk = 0.027  time = 1036   
 70/200   risk = 0.027  time = 1125   
 75/200   risk = 0.026  time = 1205   
 80/200   risk = 0.026  time = 1284   
 85/200   risk = 0.026  time = 1364   
 90/200   risk = 0.025  time = 1444   
 95/200   risk = 0.025  time = 1535   
100/200   risk = 0.025  time = 1623   
105/200   risk = 0.025  time = 1710   
110/200   risk = 0.024  time = 1799   
115/200   risk = 0.024  time = 1885   
120/200   risk = 0.024  time = 1971   
125/200   risk = 0.024  time = 2080   
130/200   risk = 0.024  time = 2237   
135/200   risk = 0.024  time = 2348   
140/200   risk = 0.024  time = 2442   
145/200   risk = 0.023  time = 2547   
150/200   risk = 0.023  time = 2653   
155/200   risk = 0.023  time = 2771   
160/200   risk = 0.023  time = 2868   
165/200   risk = 0.023  time = 2968   
170/200   risk = 0.023  time = 3068   
175/200   risk = 0.023  time = 3164   
180/200   risk = 0.023  time = 3265   
185/200   risk = 0.023  time = 3372   
190/200   risk = 0.023  time = 3472   
195/200   risk = 0.023  time = 3570   
200/200   risk = 0.023  time = 3672   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.023


### [bt]: Job terminated successfully [batchtools job.id=6865]
### [bt]: Calculation finished!
