### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=11458]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 11458 (seed = 42873) ...
  1/200   risk = 0.079  time = 0   
  5/200   risk = 0.062  time = 314   
 10/200   risk = 0.047  time = 570   
 15/200   risk = 0.038  time = 854   
 20/200   risk = 0.032  time = 1112   
 25/200   risk = 0.029  time = 1367   
 30/200   risk = 0.026  time = 1647   
 35/200   risk = 0.024  time = 1909   
 40/200   risk = 0.023  time = 2170   
 45/200   risk = 0.023  time = 2430   
 50/200   risk = 0.022  time = 2700   
 55/200   risk = 0.022  time = 2959   
 60/200   risk = 0.021  time = 3232   
 65/200   risk = 0.021  time = 3490   
 70/200   risk = 0.021  time = 3742   
 75/200   risk = 0.021  time = 4003   
 80/200   risk = 0.021  time = 4260   
 85/200   risk = 0.021  time = 4515   
 90/200   risk = 0.021  time = 4770   
 95/200   risk = 0.02  time = 5060   
100/200   risk = 0.02  time = 5324   
105/200   risk = 0.02  time = 5584   
110/200   risk = 0.02  time = 5851   
115/200   risk = 0.02  time = 6107   
120/200   risk = 0.02  time = 6368   
125/200   risk = 0.02  time = 6624   
130/200   risk = 0.02  time = 6885   
135/200   risk = 0.02  time = 7149   
140/200   risk = 0.02  time = 7403   
145/200   risk = 0.02  time = 7659   
150/200   risk = 0.02  time = 7919   
155/200   risk = 0.02  time = 8177   
160/200   risk = 0.02  time = 8541   
165/200   risk = 0.02  time = 8959   
170/200   risk = 0.02  time = 9366   
175/200   risk = 0.02  time = 9774   
180/200   risk = 0.02  time = 10181   
185/200   risk = 0.02  time = 10594   
190/200   risk = 0.02  time = 11020   
195/200   risk = 0.02  time = 11441   
200/200   risk = 0.02  time = 11867   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=11458]
### [bt]: Calculation finished!
