### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=12983]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 12983 (seed = 44398) ...
  1/200   risk = 0.18  time = 0   
  5/200   risk = 0.13  time = 227   
 10/200   risk = 0.087  time = 386   
 15/200   risk = 0.063  time = 525   
 20/200   risk = 0.048  time = 664   
 25/200   risk = 0.039  time = 807   
 30/200   risk = 0.034  time = 982   
 35/200   risk = 0.03  time = 1128   
 40/200   risk = 0.028  time = 1276   
 45/200   risk = 0.027  time = 1416   
 50/200   risk = 0.026  time = 1558   
 55/200   risk = 0.025  time = 1706   
 60/200   risk = 0.025  time = 1865   
 65/200   risk = 0.025  time = 2027   
 70/200   risk = 0.025  time = 2178   
 75/200   risk = 0.025  time = 2348   
 80/200   risk = 0.024  time = 2490   
 85/200   risk = 0.024  time = 2634   
 90/200   risk = 0.024  time = 2789   
 95/200   risk = 0.024  time = 2957   
100/200   risk = 0.024  time = 3117   
105/200   risk = 0.024  time = 3282   
110/200   risk = 0.024  time = 3455   
115/200   risk = 0.024  time = 3619   
120/200   risk = 0.024  time = 3787   
125/200   risk = 0.024  time = 3957   
130/200   risk = 0.024  time = 4135   
135/200   risk = 0.024  time = 4332   
140/200   risk = 0.024  time = 4504   
145/200   risk = 0.024  time = 4673   
150/200   risk = 0.024  time = 4847   
155/200   risk = 0.024  time = 5020   
160/200   risk = 0.024  time = 5198   
165/200   risk = 0.024  time = 5377   
170/200   risk = 0.024  time = 5557   
175/200   risk = 0.024  time = 5738   
180/200   risk = 0.024  time = 5925   
185/200   risk = 0.024  time = 6109   
190/200   risk = 0.024  time = 6291   
195/200   risk = 0.024  time = 6577   
200/200   risk = 0.024  time = 6769   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.024


### [bt]: Job terminated successfully [batchtools job.id=12983]
### [bt]: Calculation finished!
