### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=6819]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 6819 (seed = 38234) ...
  1/200   risk = 0.18  time = 0   
  5/200   risk = 0.13  time = 306   
 10/200   risk = 0.094  time = 610   
 15/200   risk = 0.069  time = 911   
 20/200   risk = 0.054  time = 1235   
 25/200   risk = 0.044  time = 1550   
 30/200   risk = 0.038  time = 1863   
 35/200   risk = 0.033  time = 2179   
 40/200   risk = 0.031  time = 2491   
 45/200   risk = 0.029  time = 2805   
 50/200   risk = 0.027  time = 3153   
 55/200   risk = 0.026  time = 3495   
 60/200   risk = 0.025  time = 3848   
 65/200   risk = 0.025  time = 4215   
 70/200   risk = 0.024  time = 4570   
 75/200   risk = 0.024  time = 4929   
 80/200   risk = 0.023  time = 5277   
 85/200   risk = 0.023  time = 5613   
 90/200   risk = 0.023  time = 5959   
 95/200   risk = 0.022  time = 6306   
100/200   risk = 0.022  time = 6654   
105/200   risk = 0.022  time = 7002   
110/200   risk = 0.022  time = 7365   
115/200   risk = 0.021  time = 7720   
120/200   risk = 0.021  time = 8079   
125/200   risk = 0.021  time = 8438   
130/200   risk = 0.021  time = 8795   
135/200   risk = 0.021  time = 9173   
140/200   risk = 0.021  time = 9553   
145/200   risk = 0.021  time = 9986   
150/200   risk = 0.021  time = 10363   
155/200   risk = 0.02  time = 10752   
160/200   risk = 0.02  time = 11141   
165/200   risk = 0.02  time = 11531   
170/200   risk = 0.02  time = 11929   
175/200   risk = 0.02  time = 12336   
180/200   risk = 0.02  time = 12757   
185/200   risk = 0.02  time = 13161   
190/200   risk = 0.02  time = 13571   
195/200   risk = 0.02  time = 14032   
200/200   risk = 0.02  time = 14440   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=6819]
### [bt]: Calculation finished!
