### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=4373]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 4373 (seed = 35788) ...
  1/200   risk = 0.2  time = 0   
  5/200   risk = 0.15  time = 3835   
 10/200   risk = 0.11  time = 7353   
 15/200   risk = 0.082  time = 10636   
 20/200   risk = 0.065  time = 13940   
 25/200   risk = 0.053  time = 17308   
 30/200   risk = 0.046  time = 20834   
 35/200   risk = 0.04  time = 24248   
 40/200   risk = 0.037  time = 27600   
 45/200   risk = 0.034  time = 37701   
 50/200   risk = 0.032  time = 41630   
 55/200   risk = 0.031  time = 51584   
 60/200   risk = 0.029  time = 55291   
 65/200   risk = 0.029  time = 58659   
 70/200   risk = 0.028  time = 62534   
 75/200   risk = 0.027  time = 68327   
 80/200   risk = 0.027  time = 71691   
 85/200   risk = 0.026  time = 75371   
 90/200   risk = 0.026  time = 84941   
 95/200   risk = 0.026  time = 91279   
100/200   risk = 0.025  time = 97551   
105/200   risk = 0.025  time = 110140   
110/200   risk = 0.025  time = 116423   
115/200   risk = 0.025  time = 122380   
120/200   risk = 0.025  time = 127548   
125/200   risk = 0.024  time = 133020   
130/200   risk = 0.024  time = 138818   
135/200   risk = 0.024  time = 148613   
140/200   risk = 0.024  time = 156599   
145/200   risk = 0.024  time = 162194   
150/200   risk = 0.024  time = 167689   
155/200   risk = 0.024  time = 178598   
160/200   risk = 0.024  time = 189147   
165/200   risk = 0.024  time = 193718   
170/200   risk = 0.023  time = 198028   
175/200   risk = 0.023  time = 203036   
180/200   risk = 0.023  time = 220870   
185/200   risk = 0.023  time = 222732   
190/200   risk = 0.023  time = 224507   
195/200   risk = 0.023  time = 232132   
200/200   risk = 0.023  time = 241004   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.023


### [bt]: Job terminated successfully [batchtools job.id=4373]
### [bt]: Calculation finished!
