### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=6079]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 6079 (seed = 37494) ...
  1/200   risk = 0.23  time = 0   
  5/200   risk = 0.17  time = 128   
 10/200   risk = 0.12  time = 203   
 15/200   risk = 0.084  time = 273   
 20/200   risk = 0.065  time = 342   
 25/200   risk = 0.052  time = 411   
 30/200   risk = 0.044  time = 479   
 35/200   risk = 0.039  time = 550   
 40/200   risk = 0.036  time = 619   
 45/200   risk = 0.034  time = 691   
 50/200   risk = 0.032  time = 762   
 55/200   risk = 0.031  time = 835   
 60/200   risk = 0.031  time = 918   
 65/200   risk = 0.03  time = 1002   
 70/200   risk = 0.03  time = 1082   
 75/200   risk = 0.029  time = 1161   
 80/200   risk = 0.029  time = 1239   
 85/200   risk = 0.029  time = 1318   
 90/200   risk = 0.029  time = 1399   
 95/200   risk = 0.028  time = 1479   
100/200   risk = 0.028  time = 1561   
105/200   risk = 0.028  time = 1642   
110/200   risk = 0.028  time = 1725   
115/200   risk = 0.028  time = 1808   
120/200   risk = 0.028  time = 1901   
125/200   risk = 0.027  time = 2096   
130/200   risk = 0.027  time = 2193   
135/200   risk = 0.027  time = 2284   
140/200   risk = 0.027  time = 2375   
145/200   risk = 0.027  time = 2469   
150/200   risk = 0.027  time = 2562   
155/200   risk = 0.027  time = 2671   
160/200   risk = 0.027  time = 2769   
165/200   risk = 0.027  time = 2866   
170/200   risk = 0.026  time = 2962   
175/200   risk = 0.026  time = 3059   
180/200   risk = 0.026  time = 3158   
185/200   risk = 0.026  time = 3257   
190/200   risk = 0.026  time = 3357   
195/200   risk = 0.026  time = 3458   
200/200   risk = 0.026  time = 3562   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.026


### [bt]: Job terminated successfully [batchtools job.id=6079]
### [bt]: Calculation finished!
