### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=7692]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 7692 (seed = 39107) ...
  1/200   risk = 0.17  time = 0   
  5/200   risk = 0.13  time = 112   
 10/200   risk = 0.09  time = 181   
 15/200   risk = 0.068  time = 246   
 20/200   risk = 0.053  time = 311   
 25/200   risk = 0.043  time = 374   
 30/200   risk = 0.037  time = 436   
 35/200   risk = 0.032  time = 501   
 40/200   risk = 0.029  time = 565   
 45/200   risk = 0.027  time = 628   
 50/200   risk = 0.026  time = 703   
 55/200   risk = 0.025  time = 811   
 60/200   risk = 0.024  time = 902   
 65/200   risk = 0.024  time = 993   
 70/200   risk = 0.024  time = 1096   
 75/200   risk = 0.023  time = 1172   
 80/200   risk = 0.023  time = 1242   
 85/200   risk = 0.023  time = 1314   
 90/200   risk = 0.023  time = 1385   
 95/200   risk = 0.023  time = 1457   
100/200   risk = 0.023  time = 1531   
105/200   risk = 0.023  time = 1643   
110/200   risk = 0.023  time = 1733   
115/200   risk = 0.023  time = 1808   
120/200   risk = 0.023  time = 1882   
125/200   risk = 0.023  time = 1958   
130/200   risk = 0.023  time = 2037   
135/200   risk = 0.023  time = 2117   
140/200   risk = 0.023  time = 2197   
145/200   risk = 0.023  time = 2278   
150/200   risk = 0.023  time = 2360   
155/200   risk = 0.023  time = 2442   
160/200   risk = 0.023  time = 2526   
165/200   risk = 0.023  time = 2610   
170/200   risk = 0.023  time = 2707   
175/200   risk = 0.023  time = 2797   
180/200   risk = 0.023  time = 2885   
185/200   risk = 0.023  time = 2972   
190/200   risk = 0.023  time = 3059   
195/200   risk = 0.023  time = 3152   
200/200   risk = 0.023  time = 3244   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.023


### [bt]: Job terminated successfully [batchtools job.id=7692]
### [bt]: Calculation finished!
