### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=5749]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 5749 (seed = 37164) ...
  1/200   risk = 0.27  time = 0   
  5/200   risk = 0.2  time = 532   
 10/200   risk = 0.14  time = 1119   
 15/200   risk = 0.097  time = 1726   
 20/200   risk = 0.072  time = 2301   
 25/200   risk = 0.056  time = 2847   
 30/200   risk = 0.045  time = 3393   
 35/200   risk = 0.038  time = 3950   
 40/200   risk = 0.033  time = 4474   
 45/200   risk = 0.029  time = 5014   
 50/200   risk = 0.027  time = 5576   
 55/200   risk = 0.026  time = 6130   
 60/200   risk = 0.024  time = 6687   
 65/200   risk = 0.024  time = 7267   
 70/200   risk = 0.023  time = 7869   
 75/200   risk = 0.023  time = 8488   
 80/200   risk = 0.022  time = 9092   
 85/200   risk = 0.022  time = 9710   
 90/200   risk = 0.022  time = 10286   
 95/200   risk = 0.022  time = 10875   
100/200   risk = 0.022  time = 11441   
105/200   risk = 0.021  time = 12016   
110/200   risk = 0.021  time = 12578   
115/200   risk = 0.021  time = 13035   
120/200   risk = 0.021  time = 13383   
125/200   risk = 0.021  time = 13753   
130/200   risk = 0.021  time = 14129   
135/200   risk = 0.021  time = 14497   
140/200   risk = 0.021  time = 14863   
145/200   risk = 0.021  time = 15277   
150/200   risk = 0.021  time = 15696   
155/200   risk = 0.021  time = 16058   
160/200   risk = 0.021  time = 16422   
165/200   risk = 0.021  time = 16782   
170/200   risk = 0.021  time = 17146   
175/200   risk = 0.021  time = 17508   
180/200   risk = 0.021  time = 17877   
185/200   risk = 0.021  time = 18274   
190/200   risk = 0.021  time = 18682   
195/200   risk = 0.021  time = 19062   
200/200   risk = 0.021  time = 19442   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=5749]
### [bt]: Calculation finished!
