### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=5667]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 5667 (seed = 37082) ...
  1/200   risk = 0.27  time = 0   
  5/200   risk = 0.2  time = 159   
 10/200   risk = 0.14  time = 230   
 15/200   risk = 0.099  time = 289   
 20/200   risk = 0.075  time = 349   
 25/200   risk = 0.058  time = 406   
 30/200   risk = 0.048  time = 465   
 35/200   risk = 0.04  time = 525   
 40/200   risk = 0.036  time = 588   
 45/200   risk = 0.032  time = 649   
 50/200   risk = 0.03  time = 717   
 55/200   risk = 0.028  time = 788   
 60/200   risk = 0.027  time = 855   
 65/200   risk = 0.026  time = 924   
 70/200   risk = 0.026  time = 992   
 75/200   risk = 0.025  time = 1058   
 80/200   risk = 0.025  time = 1125   
 85/200   risk = 0.025  time = 1192   
 90/200   risk = 0.025  time = 1259   
 95/200   risk = 0.025  time = 1326   
100/200   risk = 0.024  time = 1395   
105/200   risk = 0.024  time = 1464   
110/200   risk = 0.024  time = 1548   
115/200   risk = 0.024  time = 1621   
120/200   risk = 0.024  time = 1694   
125/200   risk = 0.024  time = 1769   
130/200   risk = 0.024  time = 1846   
135/200   risk = 0.024  time = 1923   
140/200   risk = 0.024  time = 1999   
145/200   risk = 0.024  time = 2076   
150/200   risk = 0.024  time = 2154   
155/200   risk = 0.024  time = 2233   
160/200   risk = 0.024  time = 2312   
165/200   risk = 0.024  time = 2396   
170/200   risk = 0.024  time = 2478   
175/200   risk = 0.024  time = 2559   
180/200   risk = 0.024  time = 2644   
185/200   risk = 0.024  time = 2727   
190/200   risk = 0.024  time = 2811   
195/200   risk = 0.024  time = 2900   
200/200   risk = 0.024  time = 2986   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.024


### [bt]: Job terminated successfully [batchtools job.id=5667]
### [bt]: Calculation finished!
