### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=11879]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 11879 (seed = 43294) ...
  1/200   risk = 0.075  time = 0   
  5/200   risk = 0.058  time = 648   
 10/200   risk = 0.045  time = 1035   
 15/200   risk = 0.036  time = 1420   
 20/200   risk = 0.03  time = 1809   
 25/200   risk = 0.027  time = 2203   
 30/200   risk = 0.024  time = 2592   
 35/200   risk = 0.023  time = 2981   
 40/200   risk = 0.022  time = 3367   
 45/200   risk = 0.021  time = 3754   
 50/200   risk = 0.021  time = 4145   
 55/200   risk = 0.021  time = 4558   
 60/200   risk = 0.02  time = 5008   
 65/200   risk = 0.02  time = 5477   
 70/200   risk = 0.02  time = 5921   
 75/200   risk = 0.02  time = 6359   
 80/200   risk = 0.02  time = 6832   
 85/200   risk = 0.02  time = 7298   
 90/200   risk = 0.02  time = 7779   
 95/200   risk = 0.02  time = 8244   
100/200   risk = 0.02  time = 8736   
105/200   risk = 0.02  time = 9202   
110/200   risk = 0.02  time = 9670   
115/200   risk = 0.02  time = 10148   
120/200   risk = 0.02  time = 10579   
125/200   risk = 0.02  time = 11007   
130/200   risk = 0.02  time = 11432   
135/200   risk = 0.02  time = 11867   
140/200   risk = 0.02  time = 12292   
145/200   risk = 0.02  time = 12718   
150/200   risk = 0.02  time = 13162   
155/200   risk = 0.02  time = 13629   
160/200   risk = 0.02  time = 14097   
165/200   risk = 0.02  time = 14559   
170/200   risk = 0.02  time = 15007   
175/200   risk = 0.02  time = 15503   
180/200   risk = 0.02  time = 15980   
185/200   risk = 0.02  time = 16414   
190/200   risk = 0.02  time = 16859   
195/200   risk = 0.02  time = 17315   
200/200   risk = 0.02  time = 17781   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=11879]
### [bt]: Calculation finished!
