### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=2539]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 2539 (seed = 33954) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.23  time = 504   
 10/200   risk = 0.19  time = 1065   
 15/200   risk = 0.16  time = 1594   
 20/200   risk = 0.14  time = 2109   
 25/200   risk = 0.13  time = 2634   
 30/200   risk = 0.11  time = 3176   
 35/200   risk = 0.11  time = 3724   
 40/200   risk = 0.1  time = 4258   
 45/200   risk = 0.095  time = 4815   
 50/200   risk = 0.091  time = 5346   
 55/200   risk = 0.087  time = 5896   
 60/200   risk = 0.084  time = 6442   
 65/200   risk = 0.082  time = 6993   
 70/200   risk = 0.08  time = 7523   
 75/200   risk = 0.078  time = 8072   
 80/200   risk = 0.077  time = 8623   
 85/200   risk = 0.076  time = 9172   
 90/200   risk = 0.074  time = 9693   
 95/200   risk = 0.073  time = 10155   
100/200   risk = 0.072  time = 10643   
105/200   risk = 0.071  time = 11152   
110/200   risk = 0.071  time = 11671   
115/200   risk = 0.07  time = 12182   
120/200   risk = 0.069  time = 12700   
125/200   risk = 0.068  time = 13212   
130/200   risk = 0.068  time = 13708   
135/200   risk = 0.067  time = 14217   
140/200   risk = 0.067  time = 14754   
145/200   risk = 0.066  time = 15276   
150/200   risk = 0.066  time = 15805   
155/200   risk = 0.065  time = 16340   
160/200   risk = 0.065  time = 16885   
165/200   risk = 0.065  time = 17426   
170/200   risk = 0.064  time = 17980   
175/200   risk = 0.064  time = 18513   
180/200   risk = 0.063  time = 19060   
185/200   risk = 0.063  time = 19581   
190/200   risk = 0.063  time = 20119   
195/200   risk = 0.063  time = 20653   
200/200   risk = 0.062  time = 21227   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.062


### [bt]: Job terminated successfully [batchtools job.id=2539]
### [bt]: Calculation finished!
