### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=9298]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 9298 (seed = 40713) ...
  1/200   risk = 0.11  time = 0   
  5/200   risk = 0.084  time = 183   
 10/200   risk = 0.061  time = 316   
 15/200   risk = 0.047  time = 431   
 20/200   risk = 0.038  time = 547   
 25/200   risk = 0.033  time = 666   
 30/200   risk = 0.029  time = 789   
 35/200   risk = 0.027  time = 910   
 40/200   risk = 0.025  time = 1038   
 45/200   risk = 0.024  time = 1158   
 50/200   risk = 0.024  time = 1278   
 55/200   risk = 0.023  time = 1410   
 60/200   risk = 0.023  time = 1557   
 65/200   risk = 0.023  time = 1673   
 70/200   risk = 0.022  time = 1794   
 75/200   risk = 0.022  time = 1921   
 80/200   risk = 0.022  time = 2060   
 85/200   risk = 0.022  time = 2192   
 90/200   risk = 0.022  time = 2320   
 95/200   risk = 0.022  time = 2460   
100/200   risk = 0.022  time = 2598   
105/200   risk = 0.021  time = 2748   
110/200   risk = 0.021  time = 2889   
115/200   risk = 0.021  time = 3024   
120/200   risk = 0.021  time = 3167   
125/200   risk = 0.021  time = 3308   
130/200   risk = 0.021  time = 3464   
135/200   risk = 0.021  time = 3603   
140/200   risk = 0.021  time = 3741   
145/200   risk = 0.021  time = 3891   
150/200   risk = 0.021  time = 4036   
155/200   risk = 0.021  time = 4192   
160/200   risk = 0.021  time = 4339   
165/200   risk = 0.021  time = 4481   
170/200   risk = 0.021  time = 4639   
175/200   risk = 0.021  time = 4791   
180/200   risk = 0.021  time = 4950   
185/200   risk = 0.021  time = 5102   
190/200   risk = 0.021  time = 5253   
195/200   risk = 0.021  time = 5419   
200/200   risk = 0.02  time = 5577   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=9298]
### [bt]: Calculation finished!
