### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=8135]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 8135 (seed = 39550) ...
  1/200   risk = 0.29  time = 0   
  5/200   risk = 0.2  time = 833   
 10/200   risk = 0.13  time = 1391   
 15/200   risk = 0.091  time = 1798   
 20/200   risk = 0.065  time = 2307   
 25/200   risk = 0.049  time = 2746   
 30/200   risk = 0.039  time = 3229   
 35/200   risk = 0.033  time = 3806   
 40/200   risk = 0.029  time = 4225   
 45/200   risk = 0.026  time = 5391   
 50/200   risk = 0.024  time = 6041   
 55/200   risk = 0.023  time = 6678   
 60/200   risk = 0.022  time = 7416   
 65/200   risk = 0.022  time = 7885   
 70/200   risk = 0.022  time = 8298   
 75/200   risk = 0.021  time = 8724   
 80/200   risk = 0.021  time = 9159   
 85/200   risk = 0.021  time = 9567   
 90/200   risk = 0.021  time = 9974   
 95/200   risk = 0.021  time = 10380   
100/200   risk = 0.02  time = 10781   
105/200   risk = 0.02  time = 11752   
110/200   risk = 0.02  time = 12386   
115/200   risk = 0.02  time = 13049   
120/200   risk = 0.02  time = 13798   
125/200   risk = 0.02  time = 14725   
130/200   risk = 0.02  time = 15451   
135/200   risk = 0.02  time = 16147   
140/200   risk = 0.02  time = 16846   
145/200   risk = 0.02  time = 17542   
150/200   risk = 0.02  time = 18696   
155/200   risk = 0.02  time = 19179   
160/200   risk = 0.02  time = 19607   
165/200   risk = 0.02  time = 20040   
170/200   risk = 0.02  time = 20466   
175/200   risk = 0.02  time = 21083   
180/200   risk = 0.02  time = 21515   
185/200   risk = 0.02  time = 21967   
190/200   risk = 0.02  time = 22406   
195/200   risk = 0.02  time = 22839   
200/200   risk = 0.02  time = 23295   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=8135]
### [bt]: Calculation finished!
