### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=7127]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 7127 (seed = 38542) ...
  1/200   risk = 0.18  time = 0   
  5/200   risk = 0.13  time = 2879   
 10/200   risk = 0.093  time = 6511   
 15/200   risk = 0.069  time = 10008   
 20/200   risk = 0.053  time = 13374   
 25/200   risk = 0.044  time = 16690   
 30/200   risk = 0.037  time = 19998   
 35/200   risk = 0.033  time = 23267   
 40/200   risk = 0.03  time = 26535   
 45/200   risk = 0.028  time = 29725   
 50/200   risk = 0.027  time = 33012   
 55/200   risk = 0.026  time = 36349   
 60/200   risk = 0.025  time = 39720   
 65/200   risk = 0.025  time = 43169   
 70/200   risk = 0.024  time = 46541   
 75/200   risk = 0.024  time = 49931   
 80/200   risk = 0.023  time = 53337   
 85/200   risk = 0.023  time = 56754   
 90/200   risk = 0.023  time = 60870   
 95/200   risk = 0.022  time = 66805   
100/200   risk = 0.022  time = 72815   
105/200   risk = 0.022  time = 77455   
110/200   risk = 0.022  time = 81119   
115/200   risk = 0.022  time = 84779   
120/200   risk = 0.022  time = 88571   
125/200   risk = 0.021  time = 92188   
130/200   risk = 0.021  time = 95848   
135/200   risk = 0.021  time = 99463   
140/200   risk = 0.021  time = 104090   
145/200   risk = 0.021  time = 108434   
150/200   risk = 0.021  time = 112628   
155/200   risk = 0.021  time = 116771   
160/200   risk = 0.021  time = 121131   
165/200   risk = 0.021  time = 125730   
170/200   risk = 0.021  time = 129471   
175/200   risk = 0.021  time = 132954   
180/200   risk = 0.021  time = 136616   
185/200   risk = 0.021  time = 140393   
190/200   risk = 0.021  time = 143836   
195/200   risk = 0.02  time = 147699   
200/200   risk = 0.02  time = 151390   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=7127]
### [bt]: Calculation finished!
