### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=7613]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 7613 (seed = 39028) ...
  1/200   risk = 0.15  time = 0   
  5/200   risk = 0.11  time = 377   
 10/200   risk = 0.079  time = 870   
 15/200   risk = 0.058  time = 1240   
 20/200   risk = 0.044  time = 1603   
 25/200   risk = 0.035  time = 1955   
 30/200   risk = 0.029  time = 2323   
 35/200   risk = 0.026  time = 2680   
 40/200   risk = 0.023  time = 3046   
 45/200   risk = 0.022  time = 3419   
 50/200   risk = 0.021  time = 3797   
 55/200   risk = 0.02  time = 4170   
 60/200   risk = 0.019  time = 4541   
 65/200   risk = 0.019  time = 4916   
 70/200   risk = 0.019  time = 5284   
 75/200   risk = 0.018  time = 5652   
 80/200   risk = 0.018  time = 6021   
 85/200   risk = 0.018  time = 6399   
 90/200   risk = 0.018  time = 6778   
 95/200   risk = 0.018  time = 7176   
100/200   risk = 0.018  time = 7566   
105/200   risk = 0.018  time = 7974   
110/200   risk = 0.018  time = 8366   
115/200   risk = 0.018  time = 8767   
120/200   risk = 0.018  time = 9171   
125/200   risk = 0.018  time = 9548   
130/200   risk = 0.018  time = 9984   
135/200   risk = 0.018  time = 10342   
140/200   risk = 0.018  time = 10577   
145/200   risk = 0.018  time = 10809   
150/200   risk = 0.018  time = 11042   
155/200   risk = 0.018  time = 11273   
160/200   risk = 0.018  time = 11520   
165/200   risk = 0.018  time = 11756   
170/200   risk = 0.018  time = 11996   
175/200   risk = 0.018  time = 12233   
180/200   risk = 0.018  time = 12478   
185/200   risk = 0.018  time = 12720   
190/200   risk = 0.017  time = 12967   
195/200   risk = 0.017  time = 13237   
200/200   risk = 0.017  time = 13470   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.017


### [bt]: Job terminated successfully [batchtools job.id=7613]
### [bt]: Calculation finished!
