### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=1000]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 1000 (seed = 32415) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.21  time = 208   
 10/200   risk = 0.16  time = 378   
 15/200   risk = 0.13  time = 515   
 20/200   risk = 0.12  time = 653   
 25/200   risk = 0.1  time = 789   
 30/200   risk = 0.098  time = 933   
 35/200   risk = 0.094  time = 1073   
 40/200   risk = 0.092  time = 1214   
 45/200   risk = 0.091  time = 1364   
 50/200   risk = 0.09  time = 1517   
 55/200   risk = 0.089  time = 1672   
 60/200   risk = 0.089  time = 1816   
 65/200   risk = 0.089  time = 1965   
 70/200   risk = 0.089  time = 2115   
 75/200   risk = 0.089  time = 2284   
 80/200   risk = 0.089  time = 2485   
 85/200   risk = 0.089  time = 2682   
 90/200   risk = 0.088  time = 2847   
 95/200   risk = 0.088  time = 3039   
100/200   risk = 0.088  time = 3248   
105/200   risk = 0.088  time = 3406   
110/200   risk = 0.088  time = 3589   
115/200   risk = 0.088  time = 3810   
120/200   risk = 0.088  time = 3978   
125/200   risk = 0.088  time = 4172   
130/200   risk = 0.088  time = 4423   
135/200   risk = 0.088  time = 4610   
140/200   risk = 0.088  time = 4775   
145/200   risk = 0.088  time = 5022   
150/200   risk = 0.088  time = 5191   
155/200   risk = 0.088  time = 5348   
160/200   risk = 0.088  time = 5507   
165/200   risk = 0.088  time = 5666   
170/200   risk = 0.088  time = 5826   
175/200   risk = 0.088  time = 5996   
180/200   risk = 0.088  time = 6173   
185/200   risk = 0.088  time = 6344   
190/200   risk = 0.088  time = 6516   
195/200   risk = 0.088  time = 6689   
200/200   risk = 0.088  time = 6873   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.088


### [bt]: Job terminated successfully [batchtools job.id=1000]
### [bt]: Calculation finished!
