### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=8582]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 8582 (seed = 39997) ...
  1/200   risk = 0.15  time = 0   
  5/200   risk = 0.11  time = 214   
 10/200   risk = 0.08  time = 314   
 15/200   risk = 0.06  time = 407   
 20/200   risk = 0.047  time = 505   
 25/200   risk = 0.039  time = 603   
 30/200   risk = 0.034  time = 704   
 35/200   risk = 0.031  time = 803   
 40/200   risk = 0.029  time = 900   
 45/200   risk = 0.027  time = 998   
 50/200   risk = 0.026  time = 1096   
 55/200   risk = 0.026  time = 1197   
 60/200   risk = 0.025  time = 1309   
 65/200   risk = 0.025  time = 1417   
 70/200   risk = 0.025  time = 1521   
 75/200   risk = 0.024  time = 1627   
 80/200   risk = 0.024  time = 1737   
 85/200   risk = 0.024  time = 1843   
 90/200   risk = 0.024  time = 1949   
 95/200   risk = 0.024  time = 2057   
100/200   risk = 0.024  time = 2166   
105/200   risk = 0.024  time = 2275   
110/200   risk = 0.023  time = 2394   
115/200   risk = 0.023  time = 2507   
120/200   risk = 0.023  time = 2622   
125/200   risk = 0.023  time = 2739   
130/200   risk = 0.023  time = 2856   
135/200   risk = 0.023  time = 2971   
140/200   risk = 0.023  time = 3087   
145/200   risk = 0.023  time = 3204   
150/200   risk = 0.023  time = 3322   
155/200   risk = 0.023  time = 3441   
160/200   risk = 0.023  time = 3561   
165/200   risk = 0.023  time = 3684   
170/200   risk = 0.023  time = 3808   
175/200   risk = 0.023  time = 3931   
180/200   risk = 0.023  time = 4058   
185/200   risk = 0.023  time = 4183   
190/200   risk = 0.023  time = 4307   
195/200   risk = 0.023  time = 4435   
200/200   risk = 0.023  time = 4567   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.023


### [bt]: Job terminated successfully [batchtools job.id=8582]
### [bt]: Calculation finished!
