### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=10335]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 10335 (seed = 41750) ...
  1/200   risk = 0.27  time = 0   
  5/200   risk = 0.19  time = 4818   
 10/200   risk = 0.13  time = 10734   
 15/200   risk = 0.086  time = 17288   
 20/200   risk = 0.062  time = 22572   
 25/200   risk = 0.047  time = 26187   
 30/200   risk = 0.037  time = 29748   
 35/200   risk = 0.031  time = 33320   
 40/200   risk = 0.028  time = 36830   
 45/200   risk = 0.026  time = 40555   
 50/200   risk = 0.024  time = 45291   
 55/200   risk = 0.023  time = 49044   
 60/200   risk = 0.022  time = 52844   
 65/200   risk = 0.022  time = 63117   
 70/200   risk = 0.022  time = 69540   
 75/200   risk = 0.022  time = 76188   
 80/200   risk = 0.021  time = 82317   
 85/200   risk = 0.021  time = 88424   
 90/200   risk = 0.021  time = 97064   
 95/200   risk = 0.021  time = 103135   
100/200   risk = 0.021  time = 109442   
105/200   risk = 0.021  time = 115770   
110/200   risk = 0.021  time = 122894   
115/200   risk = 0.021  time = 131940   
120/200   risk = 0.021  time = 139256   
125/200   risk = 0.021  time = 147601   
130/200   risk = 0.021  time = 155866   
135/200   risk = 0.021  time = 163159   
140/200   risk = 0.021  time = 168926   
145/200   risk = 0.021  time = 174702   
150/200   risk = 0.021  time = 180594   
155/200   risk = 0.021  time = 187369   
160/200   risk = 0.021  time = 195764   
165/200   risk = 0.021  time = 202273   
170/200   risk = 0.021  time = 208113   
175/200   risk = 0.021  time = 214444   
180/200   risk = 0.021  time = 220224   
185/200   risk = 0.021  time = 226023   
190/200   risk = 0.021  time = 234544   
195/200   risk = 0.021  time = 240318   
200/200   risk = 0.021  time = 246202   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=10335]
### [bt]: Calculation finished!
