### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=11900]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 11900 (seed = 43315) ...
  1/200   risk = 0.078  time = 0   
  5/200   risk = 0.061  time = 452   
 10/200   risk = 0.046  time = 910   
 15/200   risk = 0.037  time = 1307   
 20/200   risk = 0.031  time = 1716   
 25/200   risk = 0.027  time = 2114   
 30/200   risk = 0.025  time = 2519   
 35/200   risk = 0.023  time = 2917   
 40/200   risk = 0.022  time = 3330   
 45/200   risk = 0.021  time = 3748   
 50/200   risk = 0.021  time = 4143   
 55/200   risk = 0.021  time = 4554   
 60/200   risk = 0.021  time = 4957   
 65/200   risk = 0.02  time = 5352   
 70/200   risk = 0.02  time = 5756   
 75/200   risk = 0.02  time = 6164   
 80/200   risk = 0.02  time = 6566   
 85/200   risk = 0.02  time = 6963   
 90/200   risk = 0.02  time = 7254   
 95/200   risk = 0.02  time = 7542   
100/200   risk = 0.02  time = 7863   
105/200   risk = 0.02  time = 8155   
110/200   risk = 0.02  time = 8440   
115/200   risk = 0.02  time = 8718   
120/200   risk = 0.02  time = 8998   
125/200   risk = 0.02  time = 9279   
130/200   risk = 0.02  time = 9571   
135/200   risk = 0.02  time = 9856   
140/200   risk = 0.02  time = 10152   
145/200   risk = 0.02  time = 10428   
150/200   risk = 0.02  time = 10710   
155/200   risk = 0.02  time = 11000   
160/200   risk = 0.02  time = 11283   
165/200   risk = 0.02  time = 11562   
170/200   risk = 0.02  time = 11847   
175/200   risk = 0.02  time = 12128   
180/200   risk = 0.02  time = 12416   
185/200   risk = 0.02  time = 12699   
190/200   risk = 0.02  time = 12988   
195/200   risk = 0.02  time = 13273   
200/200   risk = 0.02  time = 13563   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=11900]
### [bt]: Calculation finished!
