### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=2907]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 2907 (seed = 34322) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.24  time = 605   
 10/200   risk = 0.2  time = 1285   
 15/200   risk = 0.18  time = 1886   
 20/200   risk = 0.15  time = 2521   
 25/200   risk = 0.14  time = 3164   
 30/200   risk = 0.13  time = 3854   
 35/200   risk = 0.12  time = 4585   
 40/200   risk = 0.11  time = 5333   
 45/200   risk = 0.1  time = 6093   
 50/200   risk = 0.099  time = 6741   
 55/200   risk = 0.095  time = 7415   
 60/200   risk = 0.092  time = 8030   
 65/200   risk = 0.089  time = 8648   
 70/200   risk = 0.086  time = 9285   
 75/200   risk = 0.084  time = 9934   
 80/200   risk = 0.082  time = 10631   
 85/200   risk = 0.081  time = 11338   
 90/200   risk = 0.08  time = 12082   
 95/200   risk = 0.078  time = 12848   
100/200   risk = 0.077  time = 13562   
105/200   risk = 0.077  time = 14252   
110/200   risk = 0.076  time = 14927   
115/200   risk = 0.075  time = 15626   
120/200   risk = 0.074  time = 16325   
125/200   risk = 0.074  time = 17023   
130/200   risk = 0.073  time = 17761   
135/200   risk = 0.073  time = 18474   
140/200   risk = 0.072  time = 19178   
145/200   risk = 0.072  time = 19892   
150/200   risk = 0.071  time = 20609   
155/200   risk = 0.071  time = 21367   
160/200   risk = 0.07  time = 22099   
165/200   risk = 0.07  time = 22824   
170/200   risk = 0.07  time = 23547   
175/200   risk = 0.069  time = 24317   
180/200   risk = 0.069  time = 25012   
185/200   risk = 0.069  time = 25749   
190/200   risk = 0.068  time = 26508   
195/200   risk = 0.068  time = 27221   
200/200   risk = 0.068  time = 27978   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.068


### [bt]: Job terminated successfully [batchtools job.id=2907]
### [bt]: Calculation finished!
