### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=2801]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 2801 (seed = 34216) ...
  1/200   risk = 0.27  time = 0   
  5/200   risk = 0.23  time = 289   
 10/200   risk = 0.2  time = 572   
 15/200   risk = 0.17  time = 824   
 20/200   risk = 0.15  time = 1070   
 25/200   risk = 0.13  time = 1312   
 30/200   risk = 0.12  time = 1554   
 35/200   risk = 0.11  time = 1797   
 40/200   risk = 0.1  time = 2044   
 45/200   risk = 0.098  time = 2291   
 50/200   risk = 0.093  time = 2537   
 55/200   risk = 0.088  time = 2787   
 60/200   risk = 0.085  time = 3063   
 65/200   risk = 0.082  time = 3324   
 70/200   risk = 0.08  time = 3585   
 75/200   risk = 0.078  time = 3846   
 80/200   risk = 0.076  time = 33804   
 85/200   risk = 0.075  time = 34075   
 90/200   risk = 0.074  time = 34330   
 95/200   risk = 0.073  time = 34580   
100/200   risk = 0.072  time = 34828   
105/200   risk = 0.071  time = 35077   
110/200   risk = 0.07  time = 35325   
115/200   risk = 0.07  time = 35576   
120/200   risk = 0.069  time = 35837   
125/200   risk = 0.068  time = 36096   
130/200   risk = 0.068  time = 36354   
135/200   risk = 0.067  time = 36613   
140/200   risk = 0.067  time = 36884   
145/200   risk = 0.067  time = 37160   
150/200   risk = 0.066  time = 37437   
155/200   risk = 0.066  time = 37725   
160/200   risk = 0.066  time = 38003   
165/200   risk = 0.065  time = 38280   
170/200   risk = 0.065  time = 38563   
175/200   risk = 0.065  time = 38842   
180/200   risk = 0.064  time = 39131   
185/200   risk = 0.064  time = 39423   
190/200   risk = 0.064  time = 39706   
195/200   risk = 0.064  time = 39990   
200/200   risk = 0.064  time = 40273   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.064


### [bt]: Job terminated successfully [batchtools job.id=2801]
### [bt]: Calculation finished!
