### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=7778]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 7778 (seed = 39193) ...
  1/200   risk = 0.16  time = 0   
  5/200   risk = 0.12  time = 147   
 10/200   risk = 0.085  time = 235   
 15/200   risk = 0.063  time = 314   
 20/200   risk = 0.049  time = 404   
 25/200   risk = 0.039  time = 482   
 30/200   risk = 0.033  time = 564   
 35/200   risk = 0.029  time = 650   
 40/200   risk = 0.027  time = 734   
 45/200   risk = 0.025  time = 816   
 50/200   risk = 0.024  time = 906   
 55/200   risk = 0.023  time = 993   
 60/200   risk = 0.023  time = 1075   
 65/200   risk = 0.022  time = 1169   
 70/200   risk = 0.022  time = 1273   
 75/200   risk = 0.022  time = 1356   
 80/200   risk = 0.022  time = 1438   
 85/200   risk = 0.022  time = 1526   
 90/200   risk = 0.022  time = 1611   
 95/200   risk = 0.021  time = 1720   
100/200   risk = 0.021  time = 1809   
105/200   risk = 0.021  time = 1900   
110/200   risk = 0.021  time = 1987   
115/200   risk = 0.021  time = 2077   
120/200   risk = 0.021  time = 2165   
125/200   risk = 0.021  time = 2258   
130/200   risk = 0.021  time = 2355   
135/200   risk = 0.021  time = 2450   
140/200   risk = 0.021  time = 2541   
145/200   risk = 0.021  time = 2639   
150/200   risk = 0.021  time = 2731   
155/200   risk = 0.021  time = 2823   
160/200   risk = 0.021  time = 2919   
165/200   risk = 0.021  time = 3013   
170/200   risk = 0.021  time = 3108   
175/200   risk = 0.021  time = 3203   
180/200   risk = 0.021  time = 3306   
185/200   risk = 0.021  time = 3408   
190/200   risk = 0.021  time = 3506   
195/200   risk = 0.021  time = 3605   
200/200   risk = 0.021  time = 3714   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=7778]
### [bt]: Calculation finished!
