### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=10942]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 10942 (seed = 42357) ...
  1/200   risk = 0.12  time = 0   
  5/200   risk = 0.087  time = 466   
 10/200   risk = 0.063  time = 950   
 15/200   risk = 0.048  time = 1429   
 20/200   risk = 0.039  time = 1902   
 25/200   risk = 0.033  time = 2380   
 30/200   risk = 0.03  time = 2866   
 35/200   risk = 0.027  time = 3442   
 40/200   risk = 0.026  time = 3921   
 45/200   risk = 0.025  time = 4423   
 50/200   risk = 0.024  time = 4920   
 55/200   risk = 0.024  time = 5336   
 60/200   risk = 0.023  time = 5648   
 65/200   risk = 0.023  time = 5951   
 70/200   risk = 0.023  time = 6252   
 75/200   risk = 0.023  time = 6557   
 80/200   risk = 0.023  time = 6856   
 85/200   risk = 0.022  time = 7157   
 90/200   risk = 0.022  time = 7454   
 95/200   risk = 0.022  time = 7751   
100/200   risk = 0.022  time = 8055   
105/200   risk = 0.022  time = 8364   
110/200   risk = 0.022  time = 8697   
115/200   risk = 0.022  time = 9019   
120/200   risk = 0.022  time = 9343   
125/200   risk = 0.022  time = 9663   
130/200   risk = 0.022  time = 10029   
135/200   risk = 0.022  time = 10357   
140/200   risk = 0.022  time = 10680   
145/200   risk = 0.022  time = 11004   
150/200   risk = 0.022  time = 11328   
155/200   risk = 0.022  time = 11661   
160/200   risk = 0.022  time = 11995   
165/200   risk = 0.022  time = 12323   
170/200   risk = 0.022  time = 12658   
175/200   risk = 0.022  time = 12978   
180/200   risk = 0.022  time = 13311   
185/200   risk = 0.022  time = 13633   
190/200   risk = 0.022  time = 13959   
195/200   risk = 0.022  time = 14305   
200/200   risk = 0.022  time = 14660   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.022


### [bt]: Job terminated successfully [batchtools job.id=10942]
### [bt]: Calculation finished!
