### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=13224]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 13224 (seed = 44639) ...
  1/200   risk = 0.098  time = 0   
  5/200   risk = 0.073  time = 183   
 10/200   risk = 0.053  time = 338   
 15/200   risk = 0.041  time = 484   
 20/200   risk = 0.033  time = 631   
 25/200   risk = 0.028  time = 779   
 30/200   risk = 0.025  time = 928   
 35/200   risk = 0.024  time = 1076   
 40/200   risk = 0.022  time = 1230   
 45/200   risk = 0.022  time = 1381   
 50/200   risk = 0.021  time = 1540   
 55/200   risk = 0.021  time = 1692   
 60/200   risk = 0.021  time = 1849   
 65/200   risk = 0.02  time = 2016   
 70/200   risk = 0.02  time = 2182   
 75/200   risk = 0.02  time = 2350   
 80/200   risk = 0.02  time = 2507   
 85/200   risk = 0.02  time = 2661   
 90/200   risk = 0.02  time = 2815   
 95/200   risk = 0.02  time = 2979   
100/200   risk = 0.02  time = 3143   
105/200   risk = 0.02  time = 3302   
110/200   risk = 0.02  time = 3480   
115/200   risk = 0.02  time = 3665   
120/200   risk = 0.02  time = 3830   
125/200   risk = 0.02  time = 3991   
130/200   risk = 0.02  time = 4159   
135/200   risk = 0.02  time = 4324   
140/200   risk = 0.02  time = 4493   
145/200   risk = 0.02  time = 4656   
150/200   risk = 0.02  time = 4819   
155/200   risk = 0.02  time = 4983   
160/200   risk = 0.02  time = 5160   
165/200   risk = 0.02  time = 5336   
170/200   risk = 0.02  time = 5499   
175/200   risk = 0.02  time = 5665   
180/200   risk = 0.02  time = 5838   
185/200   risk = 0.02  time = 6004   
190/200   risk = 0.02  time = 6170   
195/200   risk = 0.02  time = 6357   
200/200   risk = 0.02  time = 6603   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=13224]
### [bt]: Calculation finished!
