### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=10241]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 10241 (seed = 41656) ...
  1/200   risk = 0.27  time = 0   
  5/200   risk = 0.19  time = 2358   
 10/200   risk = 0.12  time = 5207   
 15/200   risk = 0.085  time = 8023   
 20/200   risk = 0.061  time = 10839   
 25/200   risk = 0.046  time = 13643   
 30/200   risk = 0.037  time = 16453   
 35/200   risk = 0.031  time = 19223   
 40/200   risk = 0.028  time = 21953   
 45/200   risk = 0.025  time = 24683   
 50/200   risk = 0.024  time = 27346   
 55/200   risk = 0.023  time = 30017   
 60/200   risk = 0.022  time = 32761   
 65/200   risk = 0.022  time = 35468   
 70/200   risk = 0.022  time = 38211   
 75/200   risk = 0.022  time = 40953   
 80/200   risk = 0.021  time = 43699   
 85/200   risk = 0.021  time = 46415   
 90/200   risk = 0.021  time = 49062   
 95/200   risk = 0.021  time = 51708   
100/200   risk = 0.021  time = 54342   
105/200   risk = 0.021  time = 56992   
110/200   risk = 0.021  time = 59602   
115/200   risk = 0.021  time = 62239   
120/200   risk = 0.021  time = 64718   
125/200   risk = 0.021  time = 67288   
130/200   risk = 0.021  time = 69843   
135/200   risk = 0.021  time = 72322   
140/200   risk = 0.021  time = 74859   
145/200   risk = 0.021  time = 77319   
150/200   risk = 0.021  time = 79855   
155/200   risk = 0.021  time = 82393   
160/200   risk = 0.021  time = 84860   
165/200   risk = 0.021  time = 86494   
170/200   risk = 0.021  time = 88034   
175/200   risk = 0.021  time = 89589   
180/200   risk = 0.021  time = 91119   
185/200   risk = 0.021  time = 92657   
190/200   risk = 0.021  time = 94191   
195/200   risk = 0.021  time = 95742   
200/200   risk = 0.021  time = 97232   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=10241]
### [bt]: Calculation finished!
