### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=6671]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 6671 (seed = 38086) ...
  1/200   risk = 0.16  time = 0   
  5/200   risk = 0.12  time = 632   
 10/200   risk = 0.087  time = 1230   
 15/200   risk = 0.065  time = 1757   
 20/200   risk = 0.051  time = 2272   
 25/200   risk = 0.043  time = 2795   
 30/200   risk = 0.037  time = 3303   
 35/200   risk = 0.034  time = 3824   
 40/200   risk = 0.031  time = 4357   
 45/200   risk = 0.03  time = 4869   
 50/200   risk = 0.029  time = 5413   
 55/200   risk = 0.028  time = 5938   
 60/200   risk = 0.027  time = 6489   
 65/200   risk = 0.027  time = 6981   
 70/200   risk = 0.026  time = 7478   
 75/200   risk = 0.026  time = 7974   
 80/200   risk = 0.026  time = 8523   
 85/200   risk = 0.025  time = 9030   
 90/200   risk = 0.025  time = 9544   
 95/200   risk = 0.025  time = 10073   
100/200   risk = 0.025  time = 10640   
105/200   risk = 0.025  time = 11178   
110/200   risk = 0.024  time = 11689   
115/200   risk = 0.024  time = 12253   
120/200   risk = 0.024  time = 12767   
125/200   risk = 0.024  time = 13289   
130/200   risk = 0.024  time = 13834   
135/200   risk = 0.024  time = 14368   
140/200   risk = 0.024  time = 14915   
145/200   risk = 0.023  time = 15446   
150/200   risk = 0.023  time = 16020   
155/200   risk = 0.023  time = 16574   
160/200   risk = 0.023  time = 17122   
165/200   risk = 0.023  time = 17684   
170/200   risk = 0.023  time = 18250   
175/200   risk = 0.023  time = 18810   
180/200   risk = 0.023  time = 19363   
185/200   risk = 0.023  time = 19922   
190/200   risk = 0.023  time = 20470   
195/200   risk = 0.023  time = 20868   
200/200   risk = 0.022  time = 21217   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.022


### [bt]: Job terminated successfully [batchtools job.id=6671]
### [bt]: Calculation finished!
