### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=5692]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 5692 (seed = 37107) ...
  1/200   risk = 0.27  time = 0   
  5/200   risk = 0.2  time = 151   
 10/200   risk = 0.13  time = 264   
 15/200   risk = 0.095  time = 368   
 20/200   risk = 0.07  time = 568   
 25/200   risk = 0.054  time = 673   
 30/200   risk = 0.043  time = 782   
 35/200   risk = 0.036  time = 887   
 40/200   risk = 0.031  time = 991   
 45/200   risk = 0.028  time = 1098   
 50/200   risk = 0.026  time = 1212   
 55/200   risk = 0.025  time = 1330   
 60/200   risk = 0.024  time = 1443   
 65/200   risk = 0.023  time = 1563   
 70/200   risk = 0.022  time = 1676   
 75/200   risk = 0.022  time = 1787   
 80/200   risk = 0.022  time = 1900   
 85/200   risk = 0.021  time = 2015   
 90/200   risk = 0.021  time = 2130   
 95/200   risk = 0.021  time = 2245   
100/200   risk = 0.021  time = 2361   
105/200   risk = 0.021  time = 2481   
110/200   risk = 0.021  time = 2601   
115/200   risk = 0.021  time = 2717   
120/200   risk = 0.021  time = 2834   
125/200   risk = 0.021  time = 2954   
130/200   risk = 0.021  time = 3079   
135/200   risk = 0.021  time = 3207   
140/200   risk = 0.021  time = 3332   
145/200   risk = 0.02  time = 3459   
150/200   risk = 0.02  time = 3586   
155/200   risk = 0.02  time = 3714   
160/200   risk = 0.02  time = 3851   
165/200   risk = 0.02  time = 3999   
170/200   risk = 0.02  time = 4134   
175/200   risk = 0.02  time = 4270   
180/200   risk = 0.02  time = 4406   
185/200   risk = 0.02  time = 4534   
190/200   risk = 0.02  time = 4661   
195/200   risk = 0.02  time = 4787   
200/200   risk = 0.02  time = 4911   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.02


### [bt]: Job terminated successfully [batchtools job.id=5692]
### [bt]: Calculation finished!
