### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=2488]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 2488 (seed = 33903) ...
  1/200   risk = 0.28  time = 0   
  5/200   risk = 0.24  time = 178   
 10/200   risk = 0.2  time = 338   
 15/200   risk = 0.18  time = 451   
 20/200   risk = 0.16  time = 564   
 25/200   risk = 0.15  time = 676   
 30/200   risk = 0.14  time = 793   
 35/200   risk = 0.13  time = 910   
 40/200   risk = 0.12  time = 1031   
 45/200   risk = 0.12  time = 1165   
 50/200   risk = 0.11  time = 1293   
 55/200   risk = 0.11  time = 1437   
 60/200   risk = 0.11  time = 1561   
 65/200   risk = 0.1  time = 1700   
 70/200   risk = 0.1  time = 1835   
 75/200   risk = 0.1  time = 1965   
 80/200   risk = 0.098  time = 2097   
 85/200   risk = 0.097  time = 2220   
 90/200   risk = 0.096  time = 2357   
 95/200   risk = 0.094  time = 2484   
100/200   risk = 0.093  time = 2627   
105/200   risk = 0.092  time = 2761   
110/200   risk = 0.091  time = 2899   
115/200   risk = 0.09  time = 3036   
120/200   risk = 0.09  time = 3179   
125/200   risk = 0.089  time = 3324   
130/200   risk = 0.088  time = 3475   
135/200   risk = 0.088  time = 3634   
140/200   risk = 0.087  time = 3770   
145/200   risk = 0.086  time = 3912   
150/200   risk = 0.086  time = 4049   
155/200   risk = 0.085  time = 4192   
160/200   risk = 0.085  time = 4334   
165/200   risk = 0.084  time = 4482   
170/200   risk = 0.084  time = 4625   
175/200   risk = 0.083  time = 4771   
180/200   risk = 0.083  time = 4916   
185/200   risk = 0.082  time = 5079   
190/200   risk = 0.082  time = 5228   
195/200   risk = 0.082  time = 5385   
200/200   risk = 0.081  time = 5540   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.081


### [bt]: Job terminated successfully [batchtools job.id=2488]
### [bt]: Calculation finished!
