### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=2460]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 2460 (seed = 33875) ...
  1/200   risk = 0.27  time = 0   
  5/200   risk = 0.23  time = 106   
 10/200   risk = 0.19  time = 193   
 15/200   risk = 0.16  time = 260   
 20/200   risk = 0.15  time = 336   
 25/200   risk = 0.13  time = 403   
 30/200   risk = 0.12  time = 469   
 35/200   risk = 0.11  time = 538   
 40/200   risk = 0.11  time = 609   
 45/200   risk = 0.1  time = 681   
 50/200   risk = 0.099  time = 752   
 55/200   risk = 0.096  time = 823   
 60/200   risk = 0.094  time = 903   
 65/200   risk = 0.091  time = 982   
 70/200   risk = 0.09  time = 1058   
 75/200   risk = 0.088  time = 1134   
 80/200   risk = 0.087  time = 1209   
 85/200   risk = 0.085  time = 1290   
 90/200   risk = 0.084  time = 1368   
 95/200   risk = 0.083  time = 1450   
100/200   risk = 0.082  time = 1537   
105/200   risk = 0.081  time = 1617   
110/200   risk = 0.081  time = 1702   
115/200   risk = 0.08  time = 1783   
120/200   risk = 0.079  time = 1870   
125/200   risk = 0.079  time = 1954   
130/200   risk = 0.078  time = 2062   
135/200   risk = 0.078  time = 2155   
140/200   risk = 0.077  time = 2244   
145/200   risk = 0.077  time = 2340   
150/200   risk = 0.076  time = 2433   
155/200   risk = 0.076  time = 2525   
160/200   risk = 0.076  time = 2622   
165/200   risk = 0.075  time = 2715   
170/200   risk = 0.075  time = 2809   
175/200   risk = 0.075  time = 2903   
180/200   risk = 0.074  time = 3007   
185/200   risk = 0.074  time = 3103   
190/200   risk = 0.074  time = 3206   
195/200   risk = 0.074  time = 3318   
200/200   risk = 0.073  time = 3423   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.073


### [bt]: Job terminated successfully [batchtools job.id=2460]
### [bt]: Calculation finished!
