### [bt]: This is batchtools v0.9.15
### [bt]: Starting calculation of 1 jobs
### [bt]: Setting working directory to '/home/daniel/temp/cacb-revision'
### [bt]: Memory measurement disabled
### [bt]: Starting job [batchtools job.id=12151]
### [bt]: Generating problem instance for problem 'simdat' ...
### [bt]: Applying algorithm 'cwb' on problem 'simdat' for job 12151 (seed = 43566) ...
  1/200   risk = 0.23  time = 0   
  5/200   risk = 0.16  time = 162   
 10/200   risk = 0.11  time = 261   
 15/200   risk = 0.074  time = 343   
 20/200   risk = 0.054  time = 424   
 25/200   risk = 0.042  time = 506   
 30/200   risk = 0.034  time = 593   
 35/200   risk = 0.029  time = 676   
 40/200   risk = 0.026  time = 793   
 45/200   risk = 0.025  time = 884   
 50/200   risk = 0.023  time = 977   
 55/200   risk = 0.023  time = 1069   
 60/200   risk = 0.022  time = 1163   
 65/200   risk = 0.022  time = 1257   
 70/200   risk = 0.022  time = 1350   
 75/200   risk = 0.022  time = 1442   
 80/200   risk = 0.021  time = 1534   
 85/200   risk = 0.021  time = 1631   
 90/200   risk = 0.021  time = 1727   
 95/200   risk = 0.021  time = 1828   
100/200   risk = 0.021  time = 1955   
105/200   risk = 0.021  time = 2107   
110/200   risk = 0.021  time = 2257   
115/200   risk = 0.021  time = 2361   
120/200   risk = 0.021  time = 2464   
125/200   risk = 0.021  time = 2564   
130/200   risk = 0.021  time = 2672   
135/200   risk = 0.021  time = 2835   
140/200   risk = 0.021  time = 2945   
145/200   risk = 0.021  time = 3054   
150/200   risk = 0.021  time = 3158   
155/200   risk = 0.021  time = 3262   
160/200   risk = 0.021  time = 3368   
165/200   risk = 0.021  time = 3479   
170/200   risk = 0.021  time = 3586   
175/200   risk = 0.021  time = 3703   
180/200   risk = 0.021  time = 3823   
185/200   risk = 0.021  time = 3931   
190/200   risk = 0.021  time = 4038   
195/200   risk = 0.021  time = 4154   
200/200   risk = 0.021  time = 4263   


Train 200 iterations in 0 Seconds.
Final risk based on the train set: 0.021


### [bt]: Job terminated successfully [batchtools job.id=12151]
### [bt]: Calculation finished!
